-0.004704	0.050845	0.020132	0.071979	0.105277	-0.047751	0.091409	0.130362	0.030522	-0.024821	0.007227	-0.023228	-0.027131	0.103164	0.024276	0.013958	0.057792	0.173403	0.046784	-0.031733	-0.100830	0.066346	0.008262	-0.107188	-0.009930	-0.028205	0.005236	-0.025770	0.056979	-0.020528	0.071569	0.032413	0.066989	0.093972	0.040563	0.091617	0.196059	0.005766	0.070281	0.117611	0.145145	-0.047123	-0.111589	-0.070889	0.120250	-0.002056	-0.018405	-0.043148	0.042334	-0.077324	0.040476	
-0.001092	0.041902	-0.015954	0.103704	0.084403	0.048800	0.082823	0.116899	0.079864	0.039546	0.057831	0.121766	-0.049928	-0.006153	-0.031393	0.018781	0.012376	0.090328	0.059145	-0.000442	-0.026760	-0.064458	-0.014577	-0.040343	0.121937	0.002166	0.035422	-0.085772	0.074030	0.019788	0.101167	-0.036365	0.131217	0.048449	-0.028025	-0.014678	0.134970	-0.055564	0.042436	-0.005202	-0.061698	0.014397	-0.063986	0.024309	0.005981	0.047344	-0.048326	-0.074062	0.121943	-0.107025	0.083296	
0.062965	0.026336	0.000815	0.112262	0.066163	0.076756	0.066859	0.072327	0.068065	0.099958	-0.013945	0.047588	-0.026385	-0.028233	-0.015611	-0.009143	-0.053147	0.051156	0.053195	-0.013136	-0.001209	-0.144843	0.003009	-0.005908	0.135516	0.035876	0.106979	-0.059420	0.017512	0.009609	0.162722	-0.050718	0.186270	-0.090558	-0.133848	-0.049278	0.104764	-0.128889	0.048251	-0.023410	-0.065915	0.008490	-0.057368	-0.039171	0.012802	-0.044518	0.082386	-0.069934	0.069830	-0.166241	-0.047596	
0.150159	0.027268	-0.011811	0.123147	0.044535	0.039351	0.053488	0.021013	0.078473	0.044262	-0.012749	-0.043745	0.053858	-0.045201	-0.055007	-0.011635	-0.031638	0.030464	-0.063879	-0.079287	0.043296	-0.060220	0.027372	0.117210	-0.004914	0.012014	0.020966	0.008715	-0.027230	0.006945	0.094535	0.023630	0.103375	-0.030639	-0.082077	-0.069917	-0.010463	-0.129037	0.023822	-0.016807	0.037837	-0.066080	-0.017457	-0.053710	-0.023569	-0.072120	0.096246	-0.017293	0.053888	0.009746	-0.044406	
0.132700	0.029111	-0.018429	0.122504	0.012426	-0.027686	0.001280	-0.025296	0.048813	-0.059253	0.037349	0.030375	0.083662	-0.011722	-0.053345	0.018180	-0.034363	0.017898	-0.064880	-0.109125	0.120274	-0.051530	0.004668	0.101149	-0.034888	0.015871	-0.057636	0.062462	-0.015793	0.134117	0.048027	0.039174	0.063950	0.075763	-0.104310	-0.015297	-0.035076	-0.074424	0.099140	0.038471	0.037816	-0.070307	0.119180	0.000720	-0.053116	-0.083263	0.086342	0.008769	-0.035230	0.108031	-0.114392	
0.028275	0.061188	0.010862	0.073819	0.025182	-0.072058	-0.049896	-0.056757	-0.023566	-0.116288	0.017517	-0.030669	0.107387	0.052363	0.056494	0.024607	-0.021422	-0.039896	-0.031454	0.023357	0.021024	0.001266	-0.032535	0.083976	-0.007830	-0.055676	0.039559	0.023698	0.073972	0.077091	-0.111262	-0.054416	0.010310	0.024468	0.243958	-0.031112	0.039313	-0.084185	0.041737	0.043279	0.023812	-0.008529	0.074651	0.154418	0.014566	-0.100496	-0.055032	-0.015390	0.104815	0.198509	-0.025911	
-0.006738	0.065249	0.026647	0.059035	0.031898	-0.089401	-0.055004	-0.069607	-0.037445	-0.155062	-0.009578	-0.038508	0.075545	0.068561	0.107868	0.016105	-0.030815	-0.026169	-0.005456	0.031642	-0.006337	0.006957	-0.059352	0.026502	0.001347	-0.022877	0.049750	-0.004643	0.077518	0.048055	-0.051540	-0.056245	-0.041968	0.040431	0.132070	-0.004998	-0.002231	-0.057896	0.023103	-0.028564	0.039224	-0.003647	0.011765	0.110251	0.012280	-0.053884	-0.018745	0.003916	0.150417	0.115372	-0.102188	
0.000907	0.064404	0.010214	0.057519	0.049677	-0.088019	-0.043548	-0.036047	0.000197	-0.155291	-0.001608	-0.018753	0.050544	0.049150	0.116068	0.023895	-0.003648	0.027745	-0.000682	0.034776	0.009340	0.023861	-0.031691	-0.026988	-0.038146	-0.046849	-0.001368	-0.005654	0.089932	0.039696	-0.042719	0.007573	-0.070063	0.083154	0.042307	0.019517	-0.023644	-0.021542	0.005923	-0.070498	0.005763	-0.022516	-0.027901	0.095057	0.032755	-0.027083	0.005222	0.008749	0.134407	0.080945	-0.066661	
0.005862	0.058413	0.033704	0.053770	0.080880	-0.096674	0.036469	0.074842	0.003418	-0.088814	-0.056239	-0.096164	-0.004476	0.115410	0.100241	0.012174	0.055245	0.171170	0.019852	-0.006701	-0.070591	0.090033	0.005183	-0.113200	-0.043308	-0.019170	-0.011029	-0.005879	0.080347	0.003474	0.012040	0.059920	-0.013968	0.072612	0.012407	0.121521	0.114404	0.034379	0.060749	0.046490	0.164203	-0.069528	-0.111655	-0.026092	0.138754	-0.046545	0.014700	0.024626	0.019519	0.026706	0.016739	
-0.011774	-0.001771	-0.001176	0.040234	0.086659	-0.060861	0.116058	0.095912	-0.011388	0.006359	-0.011112	-0.001707	-0.149621	0.048096	0.140796	-0.050332	-0.010704	0.092917	0.014444	-0.005404	-0.175134	0.036131	-0.001670	-0.053722	0.061382	-0.067685	-0.076722	0.063250	0.008011	-0.089932	0.005398	-0.007987	0.014208	-0.032823	-0.010591	0.138718	0.081036	-0.012502	0.009658	0.106458	0.046492	0.071313	0.009982	-0.079771	-0.013043	0.074682	0.048075	-0.024907	-0.126605	0.050756	0.116112	
